rating_music_no	rating_member_id	rating_kinds	rating
95	youjin	1	
95	zoo	0	
96	dong	1	힘들때 들으면 좋다
96	dong	1	예전 노래지만 다시 불러도 좋은곡
96	jung00	1	노래 잘듣고 있습니다.
96	name96	0	
96	son12	0	
96	tjwns	1	소름이 돋는다
96	user03	0	
96	user04	1	
96	youjin	0	
97	name96	1	아직도 좋은 노래
97	soyoung	1	
97	tjwns	1	
97	tpwns	0	
97	user02	1	3:33초 이부분 약간 옆집노래랑 비슷한거 같은데
97	user08	0	
98	eun04	0	
98	hun96	0	
98	hun96	0	
98	rudgns	1	
98	song	0	
99	fe91	0	
99	hoon30	0	
99	kim96	0	
99	wjdtn07	0	
99	zoo	0	
100	ji89	1	내가 제일 좋아하는 노래임.
100	rudgns	0	
100	wjdtn07	1	
101	dlsgh	1	노래가 정신없어요
101	dong	1	
101	eun04	0	
101	eun04	0	
101	rudgns	1	파티할때 틀어놓기 좋은 노래
101	soyoung	0	
101	user05	1	알람으로 하기 딱 좋은 노래
101	user05	1	
101	user05	0	
101	user05	0	
101	wjdtn07	0	
101	woo93	0	
101	youjin	0	
101	zoo	0	
102	eun04	1	역주행 가자
102	ji89	1	박자가 매끄럽고 감정이 너무 잘 표현됐다.
102	jisoo	0	
102	user05	1	집에서 빈둥대면서 듣는노래
102	user06	1	아직 초반부분인데 벌써 좋은듯
102	you06	1	공감이 안된다
103	dlsgh	1	집중력 높여지는 기분
103	jung00	0	
103	song	1	song of legend
103	song	1	
103	song	0	
103	song	0	
103	soyoung	1	노래 잘하니까 얼굴도 잘생겨보이네..
103	user6732	1	
104	fe91	1	
104	fe91	0	
104	hun96	0	
104	jin02	1	지나가다 듣고 찾아봄
104	jung00	1	
104	rudgns	1	목소리 너무 좋네요
104	son12	0	
104	soyoung	0	
104	user01	1	
104	user6732	0	
105	dlsgh	1	클럽가면 나올법한 노래
105	jisoo	1	반주랑 음이 안맞는다
106	dlsgh	1	별로임
106	jisoo	1	이 노래 다운로드 링크좀 주세요
106	kim96	0	
106	na97	0	
106	soyoung	1	
106	user04	0	
106	user6732	0	
107	dong	0	
107	dong	0	
107	hwang	1	감각적인 노래
107	soyoung	0	
107	user06	1	이거 어제 친구랑 같이 불렀는뎈ㅋㅋ
107	user6732	1	와 고음 미쳤다..
108	dlsgh	0	
108	dong	1	This song is best!
108	fe91	1	
108	hwang	1	친구꺼 듣고 반했어요
108	ji89	0	
108	kim96	0	
108	son12	0	
108	soyoung	1	최고ㅎㅎ
108	user06	1	어렸때 부르고 다닌 노래
108	woo93	1	멜로디가 별로다
108	zoo	0	
109	fe91	1	창법이 독특해서 매력이있는듯
109	jung00	1	목소리에 끌려서 매일 듣는 노래
109	na97	1	별로인데…..
109	soyoung	0	
109	tjwns	1	
109	user03	1	아침마다 듣는 노래
109	user08	1	수능금지곡 1위;
109	user08	0	
109	zoo	1	
110	hong3	0	
110	user01	0	
110	user06	0	
110	user07	1	노래 좋아서 다운 받음
110	user08	0	
110	youjin	0	
110	youjin	0	
111	jisoo	0	
111	lee03	1	
111	lee03	1	
111	son12	0	
112	dong	1	희망이없다
112	soyoung	0	
112	user07	0	
112	you06	0	
113	kimsang	1	노래 떡상가자
113	son12	1	예술은 노래에서 피어난다..
113	song	0	
113	tjwns	1	지겨울정도로 들었어요
113	user6732	0	
113	you06	1	저절로 따라하게 됨
114	hwang	0	
114	user04	1	한국인이에요?? 헐 대박
115	lee03	0	
115	rudgns	0	
115	son12	0	
115	user04	0	
115	woo93	1	
116	dlsgh	1	사랑에 힘들었어도 다시 사랑하던 그 시절이 생각나는 노래
116	hong3	1	
116	hoon30	1	
116	user01	1	들으면 들을수록 좋은 노래..ㅠㅠㅠ
116	user02	1	개인적으로 올해 최고의 노래인 것 같네요.
116	user02	0	
116	wjdtn07	1	
116	yena	1	항상 믿고 듣는 노래
117	fe91	1	
117	soyoung	0	
117	soyoung	0	
117	user03	0	
117	user08	0	
117	wjdtn07	0	
118	eun04	0	
118	ji89	1	차트1위 노래는 역시 다르다
118	tjwns	0	
118	tpwns	0	
118	user02	0	
118	user06	1	
119	hoon30	1	너무 흥겹네요
119	hun96	1	하이라이트 부분에서 반했다
119	jung00	1	
119	kim96	1	빠져드는 목소리
119	kimsang	0	
119	soyoung	0	
119	user03	1	
120	eun04	1	
120	eun04	0	
120	jisoo	0	
120	kim96	1	
120	rudgns	0	
120	user01	0	
120	user06	0	
120	user08	0	
120	woo93	0	
120	yena	0	
120	yena	0	
120	youjin	1	학교 점심시간에 들었는데 좋아서 들으러 오다 댓글 적음 ㅋㅋ
120	zoo	1	이런게 진짜 노래가 아닌가싶다. 감동이다
121	hong3	1	초반엔 잠잠하다가 중간에 고음지를때 소름이 막;;
121	jin02	0	
121	kim96	1	
121	rudgns	1	
121	tpwns	1	지루할 틈 없이 신박함
121	user01	0	
121	user03	1	좋아요
121	user07	0	
121	wjdtn07	0	
121	youjin	0	
122	ji89	0	
122	kimsang	1	
122	kimsang	0	
122	na97	1	슬픈날 듣기 좋다
122	rudgns	1	여할갈때 들으면 딱일듯
122	user04	1	
122	user05	1	조회수 100만 가즈아!!!
122	user05	0	
122	user06	0	
122	user08	1	듣기 편해서 괜찮다
123	gmlduf	0	
123	hoon30	0	
123	jin02	1	작곡가가 천재인듯
123	kimsang	0	
123	tpwns	0	
123	user01	1	친구가 너무좋다고 소개해줬어요
123	user02	0	
123	user06	0	
123	user06	0	
123	youjin	1	차트에 없는게 신기할 정도
124	fe91	0	
124	kim82	1	
124	kim82	0	
124	kimsang	1	보컬 목소리 너무 듣기 편안함..
124	tpwns	0	
124	user03	1	
124	user03	0	
124	wjdtn07	0	
124	yena	1	
125	hong3	0	
125	ji89	0	
125	jin02	1	
125	soyoung	1	
125	user05	0	
125	user05	0	
125	user06	0	
126	gmlduf	0	
126	hun96	1	아무것도하기싫을때 듣기 좋은 노래
126	hwang	1	
126	name96	1	
126	user01	1	
126	woo93	1	너무 좋다
127	eun04	0	
127	gmlduf	1	가을에 듣기 좋은 노래
127	tpwns	0	
127	user06	0	
127	user07	0	
128	fe91	0	
128	gmlduf	1	넘나 좋은것
128	kimsang	0	
128	lee03	0	
128	soyoung	0	
128	user05	0	
128	user08	0	
129	kim82	1	들으면 웅장한 드라마 장면이 생각나서 소름 돋음
129	tpwns	1	이노래 찾다가 1시간걸린듯…
129	user06	0	
130	fe91	0	
130	ji89	1	이 사람 노래는 다좋음
130	ji89	0	
130	user03	1	
130	wjdtn07	0	
131	dlsgh	0	
131	fe91	1	
131	hwang	0	
131	jung00	1	으악ㅠㅠ 진짜 노래 넘 좋아요
131	kim96	1	This song is very cool! :)
131	tjwns	0	
131	tpwns	1	
131	tpwns	0	
131	user01	1	멋져요
131	user04	1	이건 부족한게없다
131	user04	0	
131	user05	0	
131	woo93	0	
131	you06	0	
131	zoo	1	
132	dong	1	너무 시끄럽다
132	hong3	1	듣기 편안해요
132	jung00	0	
132	song	1	
132	user01	0	
132	user04	1	이건 노래계의 전설이다
132	user07	1	최건우
132	user07	0	
133	dong	0	
133	hong3	1	이 노래 다른 곡에 가려져서 잘 몰랐는데 가사가 너무 좋다..
133	user08	0	
133	woo93	1	목소리 너무좋다
133	woo93	1	외모와 목소리둘다 최고에요
134	hoon30	1	
134	hun96	1	
134	kim82	0	
134	song	1	내 취향
134	user06	1	우울할때 들으면 기분좋을듯
134	yena	1	
135	dong	1	
135	rudgns	0	
135	song	1	
135	song	0	
135	tjwns	0	
136	gmlduf	0	
136	hun96	0	
136	hwang	0	
136	jin02	0	
136	jung00	0	
136	son12	1	
136	user02	1	
136	user07	0	
136	zoo	0	
137	eun04	1	
137	gmlduf	0	
137	hun96	1	
137	hwang	1	갠적으로 이게 젤 좋은듯
137	ji89	0	
137	kim82	1	
137	user03	0	
137	wjdtn07	1	뒤늦게 알게된 곡이라 더 많이 듣게 되는듯
138	dong	0	
138	dong	0	
138	gmlduf	0	
138	hong3	1	헤어지고싶다
138	jung00	1	노래일뿐이지만 나의 감정을 뒤흔들어 놓는것은 왜일까..
138	kim82	1	어떻게 별로인 노래가 하나도없지?
138	na97	0	
138	tjwns	0	
138	user04	0	
138	user06	1	
138	wjdtn07	0	
139	dong	1	
139	hong3	1	시끄럽다
139	hwang	0	
139	jisoo	1	
139	user08	0	
139	woo93	0	
139	youjin	1	이상해지는거 같아요
140	soyoung	1	
140	tpwns	1	
140	user02	1	
141	fe91	1	예전노래지만 다시불러도좋은곡
141	gmlduf	0	
141	hun96	0	
141	kim96	1	
141	kimsang	0	
141	rudgns	0	
141	rudgns	0	
141	tpwns	0	
141	user03	0	
142	gmlduf	1	
142	rudgns	0	
142	user04	0	
142	wjdtn07	1	금방 질린다
142	zoo	1	반주 너무 길다
143	fe91	0	
143	jin02	1	
143	jin02	0	
143	user08	1	언제나 들어도 질리지가 않는듯
143	woo93	0	
143	zoo	0	
144	dlsgh	1	이 노래를 듣고 이 가수한테 빠지게 됨
144	fe91	1	
144	jisoo	1	목소리가 좋다
144	kimsang	1	차분해지는 노래
144	song	0	
144	soyoung	0	
144	user01	0	
